"tourney_name","link_name","surface","location","draw_size","tourney_level","tourney_date","match_num","p1_seed","p1_entry","p1_name","p1_rank","p1_rank_pts","p1_country","p1_birthdate","p1_age","p1_turned_pro","p1_wgt","p1_hgt","p1_hand","p1_backhand","p2_seed","p2_entry","p2_name","p2_rank","p2_rank_pts","p2_country","p2_birthdate","p2_age","p2_turned_pro","p2_wgt","p2_hgt","p2_hand","p2_backhand","score","best_of","round","minutes","p1_ace","p1_df","p1_svpt","p1_1stIn","p1_1stWon","p1_2ndWon","p1_SvGms","p1_bpSaved","p1_bpFaced","p2_ace","p2_df","p2_svpt","p2_1stIn","p2_1stWon","p2_2ndWon","p2_SvGms","p2_bpSaved","p2_bpFaced"
"Coupe Rogers","Montreal","Hard","Montreal, Canada",56,"CATEGORYSTAMPS_1000",2019-08-05,300,1,,"Rafael Nadal",2,7945,"ESP",1986-06-03,33.171800137,2001,85,185,"L","Two-Handed",8,,"Daniil Medvedev",10,2625,"RUS",1996-02-11,23.47980835,2014,81,198,"R","Two-Handed","6-3 6-0",3,"Final",70,0,1,46,33,27,8,8,1,1,5,5,49,31,19,6,7,4,8
"Coupe Rogers","Montreal","Hard","Montreal, Canada",56,"CATEGORYSTAMPS_1000",2019-08-05,299,1,,"Rafael Nadal",2,7945,"ESP",1986-06-03,33.171800137,2001,85,185,"L","Two-Handed",16,,"Gael Monfils",19,1770,"FRA",1986-09-01,32.925393566,2004,80,193,"R","Two-Handed","(W/O)",3,"Semifinals",,,,,,,,,,,,,,,,,,,
"Coupe Rogers","Montreal","Hard","Montreal, Canada",56,"CATEGORYSTAMPS_1000",2019-08-05,298,8,,"Daniil Medvedev",10,2625,"RUS",1996-02-11,23.47980835,2014,81,198,"R","Two-Handed",6,,"Karen Khachanov",8,2890,"RUS",1996-05-21,23.206023272,2013,88,198,"R","Two-Handed","6-1 7-6(6)",3,"Semifinals",83,4,4,55,29,17,11,9,2,6,4,5,65,37,33,11,10,0,2
"Coupe Rogers","Montreal","Hard","Montreal, Canada",56,"CATEGORYSTAMPS_1000",2019-08-05,297,1,,"Rafael Nadal",2,7945,"ESP",1986-06-03,33.171800137,2001,85,185,"L","Two-Handed",7,,"Fabio Fognini",9,2625,"ITA",1987-05-24,32.199863107,2004,74,178,"R","Two-Handed","2-6 6-1 6-2",3,"Quarterfinals",117,7,1,70,40,35,11,12,3,5,4,2,67,47,29,8,11,2,6
"Coupe Rogers","Montreal","Hard","Montreal, Canada",56,"CATEGORYSTAMPS_1000",2019-08-05,296,8,,"Daniil Medvedev",10,2625,"RUS",1996-02-11,23.47980835,2014,81,198,"R","Two-Handed",2,,"Dominic Thiem",4,4595,"AUT",1993-09-03,25.919233402,2011,82,185,"R","One-Handed","6-3 6-1",3,"Quarterfinals",56,6,2,39,23,22,10,8,0,0,1,2,44,29,17,5,8,5,9
"Coupe Rogers","Montreal","Hard","Montreal, Canada",56,"CATEGORYSTAMPS_1000",2019-08-05,295,6,,"Karen Khachanov",8,2890,"RUS",1996-05-21,23.206023272,2013,88,198,"R","Two-Handed",3,,"Alexander Zverev",5,4415,"GER",1997-04-20,22.291581109,2013,86,198,"R","Two-Handed","6-3 6-3",3,"Quarterfinals",74,5,0,51,33,27,11,9,2,2,3,8,53,34,24,6,9,5,8
"Coupe Rogers","Montreal","Hard","Montreal, Canada",56,"CATEGORYSTAMPS_1000",2019-08-05,294,16,,"Gael Monfils",19,1770,"FRA",1986-09-01,32.925393566,2004,80,193,"R","Two-Handed",10,,"Roberto Bautista Agut",13,2215,"ESP",1988-04-14,31.307323751,2005,76,183,"R","Two-Handed","6-4 3-6 7-6(2)",3,"Quarterfinals",144,6,3,116,76,58,18,15,8,10,2,0,91,64,49,17,16,7,9
"Coupe Rogers","Montreal","Hard","Montreal, Canada",56,"CATEGORYSTAMPS_1000",2019-08-05,293,1,,"Rafael Nadal",2,7945,"ESP",1986-06-03,33.171800137,2001,85,185,"L","Two-Handed",,,"Guido Pella",24,1560,"ARG",1990-05-17,29.2183436,2007,83,185,"L","Two-Handed","6-3 6-4",3,"Round of 16",101,7,2,63,41,32,11,10,2,3,5,1,57,38,26,8,9,7,10
"Coupe Rogers","Montreal","Hard","Montreal, Canada",56,"CATEGORYSTAMPS_1000",2019-08-05,292,2,,"Dominic Thiem",4,4595,"AUT",1993-09-03,25.919233402,2011,82,185,"R","One-Handed",14,,"Marin Cilic",17,1940,"CRO",1988-09-28,30.850102669,2005,89,198,"R","Two-Handed","7-6(7) 6-4",3,"Round of 16",113,3,1,68,41,32,16,11,3,4,11,4,81,49,37,20,11,9,9
"Coupe Rogers","Montreal","Hard","Montreal, Canada",56,"CATEGORYSTAMPS_1000",2019-08-05,291,3,,"Alexander Zverev",5,4415,"GER",1997-04-20,22.291581109,2013,86,198,"R","Two-Handed",13,,"Nikoloz Basilashvili",16,1975,"GEO",1992-02-23,27.446954141,2008,79,185,"R","Two-Handed","7-5 5-7 7-6(5)",3,"Round of 16",164,3,4,133,81,51,27,18,13,18,15,14,100,67,49,13,18,0,5
"Coupe Rogers","Montreal","Hard","Montreal, Canada",56,"CATEGORYSTAMPS_1000",2019-08-05,290,6,,"Karen Khachanov",8,2890,"RUS",1996-05-21,23.206023272,2013,88,198,"R","Two-Handed",,,"Felix Auger-Aliassime",22,1707,"CAN",2000-08-08,18.98973306,2017,84,191,"R","Two-Handed","6-7(7) 7-5 6-3",3,"Round of 16",170,11,3,106,63,45,21,17,7,12,11,12,108,57,40,23,16,5,12
"Coupe Rogers","Montreal","Hard","Montreal, Canada",56,"CATEGORYSTAMPS_1000",2019-08-05,289,7,,"Fabio Fognini",9,2625,"ITA",1987-05-24,32.199863107,2004,74,178,"R","Two-Handed",,,"Adrian Mannarino",66,861,"FRA",1988-06-29,31.099247091,2004,70,180,"L","Two-Handed","6-2 7-5",3,"Round of 16",106,7,2,77,50,29,10,10,7,12,3,1,62,43,28,10,10,2,4
"Coupe Rogers","Montreal","Hard","Montreal, Canada",56,"CATEGORYSTAMPS_1000",2019-08-05,288,8,,"Daniil Medvedev",10,2625,"RUS",1996-02-11,23.47980835,2014,81,198,"R","Two-Handed",,,"Cristian Garin",37,1233,"CHI",1996-05-30,23.181382615,2011,85,185,"R","Two-Handed","6-3 6-3",3,"Round of 16",69,7,1,42,30,26,8,9,0,1,2,3,63,36,24,10,9,2,6
"Coupe Rogers","Montreal","Hard","Montreal, Canada",56,"CATEGORYSTAMPS_1000",2019-08-05,287,10,,"Roberto Bautista Agut",13,2215,"ESP",1988-04-14,31.307323751,2005,76,183,"R","Two-Handed",,,"Richard Gasquet",68,860,"FRA",1986-06-18,33.130732375,2002,75,185,"R","One-Handed","7-5 7-5",3,"Round of 16",100,8,0,59,38,29,17,12,2,3,8,0,77,45,30,16,12,9,12
"Coupe Rogers","Montreal","Hard","Montreal, Canada",56,"CATEGORYSTAMPS_1000",2019-08-05,286,16,,"Gael Monfils",19,1770,"FRA",1986-09-01,32.925393566,2004,80,193,"R","Two-Handed",,,"Hubert Hurkacz",44,1023,"POL",1997-02-11,22.477754962,,79,196,"R","Two-Handed","6-4 6-0",3,"Round of 16",69,4,3,55,31,20,9,8,5,9,7,3,52,37,30,6,8,3,3
"Coupe Rogers","Montreal","Hard","Montreal, Canada",56,"CATEGORYSTAMPS_1000",2019-08-05,285,1,,"Rafael Nadal",2,7945,"ESP",1986-06-03,33.171800137,2001,85,185,"L","Two-Handed",,"Q","Daniel Evans",51,980,"GBR",1990-05-23,29.201916496,2006,75,175,"R","One-Handed","7-6(6) 6-4",3,"Round of 32",121,7,1,67,39,31,17,11,0,2,10,2,71,48,37,9,11,4,7
"Coupe Rogers","Montreal","Hard","Montreal, Canada",56,"CATEGORYSTAMPS_1000",2019-08-05,284,2,,"Dominic Thiem",4,4595,"AUT",1993-09-03,25.919233402,2011,82,185,"R","One-Handed",,,"Denis Shapovalov",31,1355,"CAN",1999-04-15,20.306639288,2017,75,183,"L","One-Handed","6-4 3-6 6-3",3,"Round of 32",107,10,4,73,44,37,16,14,0,2,9,6,77,45,36,20,14,4,5
"Coupe Rogers","Montreal","Hard","Montreal, Canada",56,"CATEGORYSTAMPS_1000",2019-08-05,283,3,,"Alexander Zverev",5,4415,"GER",1997-04-20,22.291581109,2013,86,198,"R","Two-Handed",,,"Cameron Norrie",58,950,"GBR",1995-08-23,23.950718686,2017,82,188,"L","Two-Handed","7-6(4) 6-4",3,"Round of 32",100,0,4,72,51,33,12,11,5,6,10,5,83,54,42,13,11,6,6
"Coupe Rogers","Montreal","Hard","Montreal, Canada",56,"CATEGORYSTAMPS_1000",2019-08-05,282,,,"Hubert Hurkacz",44,1023,"POL",1997-02-11,22.477754962,,79,196,"R","Two-Handed",4,,"Stefanos Tsitsipas",6,4045,"GRE",1998-08-12,20.980150582,2016,83,191,"R","One-Handed","6-4 3-6 6-3",3,"Round of 32",109,9,2,76,44,39,17,14,4,6,8,2,83,54,43,19,14,9,10
"Coupe Rogers","Montreal","Hard","Montreal, Canada",56,"CATEGORYSTAMPS_1000",2019-08-05,281,,,"Richard Gasquet",68,860,"FRA",1986-06-18,33.130732375,2002,75,185,"R","One-Handed",5,,"Kei Nishikori",7,4040,"JPN",1989-12-29,29.59890486,2007,75,178,"R","Two-Handed","6-7(6) 6-2 7-6(4)",3,"Round of 32",189,11,3,117,64,47,24,16,9,12,7,4,128,80,51,23,16,15,20
"Coupe Rogers","Montreal","Hard","Montreal, Canada",56,"CATEGORYSTAMPS_1000",2019-08-05,280,6,,"Karen Khachanov",8,2890,"RUS",1996-05-21,23.206023272,2013,88,198,"R","Two-Handed",,,"Stan Wawrinka",21,1715,"SUI",1985-03-28,34.354551677,2002,81,183,"R","One-Handed","6-4 6-7(3) 6-2",3,"Round of 32",131,9,1,85,54,38,20,15,1,3,10,1,90,61,43,12,15,2,7
"Coupe Rogers","Montreal","Hard","Montreal, Canada",56,"CATEGORYSTAMPS_1000",2019-08-05,279,7,,"Fabio Fognini",9,2625,"ITA",1987-05-24,32.199863107,2004,74,178,"R","Two-Handed",,"Q","Tommy Paul",128,427,"USA",1997-05-17,22.217659138,2015,78,185,"R","Two-Handed","7-6(3) 6-3",3,"Round of 32",96,0,1,82,45,30,15,11,7,11,6,2,66,43,34,9,10,2,4
"Coupe Rogers","Montreal","Hard","Montreal, Canada",56,"CATEGORYSTAMPS_1000",2019-08-05,278,8,,"Daniil Medvedev",10,2625,"RUS",1996-02-11,23.47980835,2014,81,198,"R","Two-Handed",,,"Kyle Edmund",34,1280,"GBR",1995-01-08,24.572210815,2012,83,188,"R","Two-Handed","6-3 6-0",3,"Round of 32",59,3,3,41,25,22,8,7,3,3,2,1,48,28,16,5,8,0,5
"Coupe Rogers","Montreal","Hard","Montreal, Canada",56,"CATEGORYSTAMPS_1000",2019-08-05,277,10,,"Roberto Bautista Agut",13,2215,"ESP",1988-04-14,31.307323751,2005,76,183,"R","Two-Handed",,,"Diego Schwartzman",27,1485,"ARG",1992-08-16,26.967830253,2010,64,170,"R","Two-Handed","6-2 7-5",3,"Round of 32",106,2,1,59,37,25,12,10,4,6,2,4,86,52,27,14,10,7,12
"Coupe Rogers","Montreal","Hard","Montreal, Canada",56,"CATEGORYSTAMPS_1000",2019-08-05,276,,,"Adrian Mannarino",66,861,"FRA",1988-06-29,31.099247091,2004,70,180,"L","Two-Handed",11,,"Borna Coric",14,2195,"CRO",1996-11-14,22.721423682,2013,79,185,"R","Two-Handed","6-2 6-1",3,"Round of 32",65,1,2,50,28,14,9,8,4,9,12,3,40,28,23,7,7,0,0
"Coupe Rogers","Montreal","Hard","Montreal, Canada",56,"CATEGORYSTAMPS_1000",2019-08-05,275,,,"Cristian Garin",37,1233,"CHI",1996-05-30,23.181382615,2011,85,185,"R","Two-Handed",12,,"John Isner",15,2040,"USA",1985-04-26,34.275154004,2007,108,208,"R","Two-Handed","6-3 6-4",3,"Round of 32",79,5,6,64,37,33,12,10,5,5,10,1,57,39,29,7,9,2,4
"Coupe Rogers","Montreal","Hard","Montreal, Canada",56,"CATEGORYSTAMPS_1000",2019-08-05,274,13,,"Nikoloz Basilashvili",16,1975,"GEO",1992-02-23,27.446954141,2008,79,185,"R","Two-Handed",,,"Jan-Lennard Struff",35,1265,"GER",1990-04-25,29.278576318,2009,87,196,"R","Two-Handed","2-6 6-2 6-3",3,"Round of 32",110,3,4,98,65,43,17,13,3,5,12,2,71,40,29,15,12,2,5
"Coupe Rogers","Montreal","Hard","Montreal, Canada",56,"CATEGORYSTAMPS_1000",2019-08-05,273,14,,"Marin Cilic",17,1940,"CRO",1988-09-28,30.850102669,2005,89,198,"R","Two-Handed",,"L","John Millman",67,860,"AUS",1989-06-14,30.140999316,2006,79,183,"R","Two-Handed","6-3 6-4",3,"Round of 32",75,7,0,55,37,30,9,10,0,1,3,1,47,23,16,12,9,1,4
"Coupe Rogers","Montreal","Hard","Montreal, Canada",56,"CATEGORYSTAMPS_1000",2019-08-05,272,16,,"Gael Monfils",19,1770,"FRA",1986-09-01,32.925393566,2004,80,193,"R","Two-Handed",,"Q","Ilya Ivashka",126,434,"BLR",1994-02-24,25.442847365,2013,83,191,"R","Two-Handed","6-3 7-6(6)",3,"Round of 32",108,2,1,79,49,29,20,10,7,9,5,5,85,54,40,15,11,5,6
"Coupe Rogers","Montreal","Hard","Montreal, Canada",56,"CATEGORYSTAMPS_1000",2019-08-05,271,,,"Felix Auger-Aliassime",22,1707,"CAN",2000-08-08,18.98973306,2017,84,191,"R","Two-Handed",17,,"Milos Raonic",20,1765,"CAN",1990-12-27,28.605065024,2008,98,196,"R","Two-Handed","6-3 3-6 0-0 (RET)",3,"Round of 32",92,13,4,56,38,29,10,9,3,4,14,3,59,37,29,10,9,5,6
"Coupe Rogers","Montreal","Hard","Montreal, Canada",56,"CATEGORYSTAMPS_1000",2019-08-05,270,,,"Guido Pella",24,1560,"ARG",1990-05-17,29.2183436,2007,83,185,"L","Two-Handed",,,"Radu Albot",41,1046,"MDA",1989-11-11,29.730321697,2008,69,175,"R","Two-Handed","6-3 2-6 7-6(2)",3,"Round of 32",143,6,2,101,69,45,14,15,9,12,3,2,81,56,40,13,14,4,7
"Coupe Rogers","Montreal","Hard","Montreal, Canada",56,"CATEGORYSTAMPS_1000",2019-08-05,269,10,,"Roberto Bautista Agut",13,2215,"ESP",1988-04-14,31.307323751,2005,76,183,"R","Two-Handed",,"Q","Bernard Tomic",96,582,"AUS",1992-10-21,26.787132101,2008,91,196,"R","Two-Handed","6-3 6-2",3,"Round of 64",60,8,2,53,36,26,12,9,1,1,7,3,54,32,23,8,8,0,3
"Coupe Rogers","Montreal","Hard","Montreal, Canada",56,"CATEGORYSTAMPS_1000",2019-08-05,268,11,,"Borna Coric",14,2195,"CRO",1996-11-14,22.721423682,2013,79,185,"R","Two-Handed",,,"Peter Gojowczyk",122,465,"GER",1989-07-15,30.056125941,2006,83,188,"R","Two-Handed","2-6 6-1 7-6(2)",3,"Round of 64",123,16,6,96,64,46,17,14,4,6,17,5,88,48,40,16,13,2,4
"Coupe Rogers","Montreal","Hard","Montreal, Canada",56,"CATEGORYSTAMPS_1000",2019-08-05,267,12,,"John Isner",15,2040,"USA",1985-04-26,34.275154004,2007,108,208,"R","Two-Handed",,,"Jordan Thompson",46,1009,"AUS",1994-04-20,25.292265572,2013,73,183,"R","Two-Handed","3-6 6-3 7-6(6)",3,"Round of 64",139,2,1,91,68,52,14,15,2,3,26,2,99,69,55,16,15,2,3
"Coupe Rogers","Montreal","Hard","Montreal, Canada",56,"CATEGORYSTAMPS_1000",2019-08-05,266,13,,"Nikoloz Basilashvili",16,1975,"GEO",1992-02-23,27.446954141,2008,79,185,"R","Two-Handed",,,"Dusan Lajovic",26,1501,"SRB",1990-06-30,29.097878166,2007,78,183,"R","One-Handed","3-6 6-4 6-4",3,"Round of 64",121,1,10,96,48,28,24,15,6,13,1,3,84,56,32,8,14,6,13
"Coupe Rogers","Montreal","Hard","Montreal, Canada",56,"CATEGORYSTAMPS_1000",2019-08-05,265,14,,"Marin Cilic",17,1940,"CRO",1988-09-28,30.850102669,2005,89,198,"R","Two-Handed",,"Q","Bradley Klahn",93,601,"USA",1990-08-20,28.958247775,2012,75,183,"L","Two-Handed","6-3 7-6(7)",3,"Round of 64",98,2,6,63,43,38,10,10,0,0,19,7,79,46,34,13,11,2,4
"Coupe Rogers","Montreal","Hard","Montreal, Canada",56,"CATEGORYSTAMPS_1000",2019-08-05,264,,,"Guido Pella",24,1560,"ARG",1990-05-17,29.2183436,2007,83,185,"L","Two-Handed",15,,"David Goffin",18,1860,"BEL",1990-12-07,28.65982204,2009,68,180,"R","Two-Handed","6-4 7-6(4)",3,"Round of 64",99,3,1,79,55,39,15,11,7,7,12,3,64,41,33,11,11,0,1
"Coupe Rogers","Montreal","Hard","Montreal, Canada",56,"CATEGORYSTAMPS_1000",2019-08-05,263,16,,"Gael Monfils",19,1770,"FRA",1986-09-01,32.925393566,2004,80,193,"R","Two-Handed",,"W","Peter Polansky",163,318,"CAN",1988-06-15,31.137577002,2007,80,183,"R","Two-Handed","6-7(4) 6-3 6-3",3,"Round of 64",131,3,2,99,53,38,21,15,5,10,4,5,94,55,41,21,15,4,6
"Coupe Rogers","Montreal","Hard","Montreal, Canada",56,"CATEGORYSTAMPS_1000",2019-08-05,262,17,,"Milos Raonic",20,1765,"CAN",1990-12-27,28.605065024,2008,98,196,"R","Two-Handed",,,"Lucas Pouille",29,1385,"FRA",1994-02-23,25.445585216,2012,81,185,"R","Two-Handed","6-4 6-4",3,"Round of 64",72,2,4,57,29,20,18,10,3,5,16,1,52,36,32,10,10,0,0
"Coupe Rogers","Montreal","Hard","Montreal, Canada",56,"CATEGORYSTAMPS_1000",2019-08-05,261,,,"Radu Albot",41,1046,"MDA",1989-11-11,29.730321697,2008,69,175,"R","Two-Handed",,,"Gilles Simon",33,1310,"FRA",1984-12-27,34.603696099,2002,70,183,"R","Two-Handed","6-4 6-2",3,"Round of 64",96,1,3,57,28,23,14,9,0,1,1,6,68,35,21,15,9,7,11
"Coupe Rogers","Montreal","Hard","Montreal, Canada",56,"CATEGORYSTAMPS_1000",2019-08-05,260,,,"Felix Auger-Aliassime",22,1707,"CAN",2000-08-08,18.98973306,2017,84,191,"R","Two-Handed",,"W","Vasek Pospisil",207,242,"CAN",1990-06-23,29.117043121,2007,84,193,"R","Two-Handed","6-2 6-7(3) 7-6(3)",3,"Round of 64",153,9,7,93,64,53,15,16,0,1,5,2,102,71,53,13,16,0,3
"Coupe Rogers","Montreal","Hard","Montreal, Canada",56,"CATEGORYSTAMPS_1000",2019-08-05,259,,,"Kyle Edmund",34,1280,"GBR",1995-01-08,24.572210815,2012,83,188,"R","Two-Handed",,,"Nick Kyrgios",52,975,"AUS",1995-04-27,24.273785079,2013,85,193,"R","Two-Handed","6-3 6-4",3,"Round of 64",67,9,1,53,32,25,9,9,2,4,15,3,54,36,33,9,10,0,0
"Coupe Rogers","Montreal","Hard","Montreal, Canada",56,"CATEGORYSTAMPS_1000",2019-08-05,258,,"Q","Daniel Evans",51,980,"GBR",1990-05-23,29.201916496,2006,75,175,"R","One-Handed",,,"Alex de Minaur",25,1515,"AUS",1999-02-17,20.462696783,2015,69,180,"R","Two-Handed","6-4 7-6(6)",3,"Round of 64",117,10,3,72,40,26,20,11,0,2,3,3,80,47,36,17,11,7,8
"Coupe Rogers","Montreal","Hard","Montreal, Canada",56,"CATEGORYSTAMPS_1000",2019-08-05,257,,,"Cristian Garin",37,1233,"CHI",1996-05-30,23.181382615,2011,85,185,"R","Two-Handed",,,"Laslo Djere",36,1245,"SRB",1995-06-02,24.17522245,2013,80,185,"R","Two-Handed","6-2 7-6(4)",3,"Round of 64",100,4,4,81,47,30,16,10,5,8,1,0,63,43,32,11,10,2,3
"Coupe Rogers","Montreal","Hard","Montreal, Canada",56,"CATEGORYSTAMPS_1000",2019-08-05,256,,,"Richard Gasquet",68,860,"FRA",1986-06-18,33.130732375,2002,75,185,"R","One-Handed",,,"Benoit Paire",30,1368,"FRA",1989-05-08,30.242299795,2007,80,196,"R","Two-Handed","7-6(2) 6-4",3,"Round of 64",100,7,5,89,52,37,16,11,7,9,1,1,67,42,32,17,11,3,4
"Coupe Rogers","Montreal","Hard","Montreal, Canada",56,"CATEGORYSTAMPS_1000",2019-08-05,255,,,"Hubert Hurkacz",44,1023,"POL",1997-02-11,22.477754962,,79,196,"R","Two-Handed",,,"Taylor Fritz",28,1450,"USA",1997-10-28,21.768651608,2015,84,193,"R","Two-Handed","6-3 7-5",3,"Round of 64",74,7,3,67,52,40,6,11,4,5,7,1,60,38,26,10,10,2,5
"Coupe Rogers","Montreal","Hard","Montreal, Canada",56,"CATEGORYSTAMPS_1000",2019-08-05,254,,"Q","Ilya Ivashka",126,434,"BLR",1994-02-24,25.442847365,2013,83,191,"R","Two-Handed",,"Q","Soonwoo Kwon",112,521,"KOR",1997-12-02,21.672826831,2015,72,180,"R","Two-Handed","7-6(3) 6-4",3,"Round of 64",116,5,5,67,40,27,15,11,5,8,0,5,96,53,29,19,11,12,16
"Coupe Rogers","Montreal","Hard","Montreal, Canada",56,"CATEGORYSTAMPS_1000",2019-08-05,253,,,"Adrian Mannarino",66,861,"FRA",1988-06-29,31.099247091,2004,70,180,"L","Two-Handed",,,"Mikhail Kukushkin",45,1020,"KAZ",1987-12-26,31.608487337,2006,72,183,"R","Two-Handed","6-4 6-4",3,"Round of 64",90,0,0,62,36,21,13,10,3,8,9,4,63,37,27,11,10,2,5
"Coupe Rogers","Montreal","Hard","Montreal, Canada",56,"CATEGORYSTAMPS_1000",2019-08-05,252,,"L","John Millman",67,860,"AUS",1989-06-14,30.140999316,2006,79,183,"R","Two-Handed",,"Q","Feliciano Lopez",64,872,"ESP",1981-09-20,37.872689938,1997,88,188,"L","One-Handed","6-7(4) 7-6(2) 6-3",3,"Round of 64",153,6,6,101,53,40,36,17,2,3,16,7,115,64,52,22,16,4,6
"Coupe Rogers","Montreal","Hard","Montreal, Canada",56,"CATEGORYSTAMPS_1000",2019-08-05,251,,,"Cameron Norrie",58,950,"GBR",1995-08-23,23.950718686,2017,82,188,"L","Two-Handed",,,"Marton Fucsovics",54,965,"HUN",1992-02-08,27.488021903,2010,82,188,"R","Two-Handed","5-7 6-2 6-3",3,"Round of 64",126,2,4,92,44,26,24,14,5,11,2,8,88,58,39,15,15,6,10
"Coupe Rogers","Montreal","Hard","Montreal, Canada",56,"CATEGORYSTAMPS_1000",2019-08-05,250,,"Q","Tommy Paul",128,427,"USA",1997-05-17,22.217659138,2015,78,185,"R","Two-Handed",,"W","Brayden Schnur",99,561,"CAN",1995-07-04,24.087611225,2016,84,193,"R","Two-Handed","6-1 6-2",3,"Round of 64",65,2,1,45,29,22,10,7,3,3,3,1,56,38,20,7,8,3,8
"Coupe Rogers","Montreal","Hard","Montreal, Canada",56,"CATEGORYSTAMPS_1000",2019-08-05,249,,,"Diego Schwartzman",27,1485,"ARG",1992-08-16,26.967830253,2010,64,170,"R","Two-Handed",,,"Marco Cecchinato",62,880,"ITA",1992-09-30,26.844626968,2010,78,185,"R","One-Handed","3-6 7-6(5) 6-4",3,"Round of 64",155,9,2,110,66,45,26,16,2,4,4,6,111,79,55,15,15,9,11
"Coupe Rogers","Montreal","Hard","Montreal, Canada",56,"CATEGORYSTAMPS_1000",2019-08-05,248,,,"Denis Shapovalov",31,1355,"CAN",1999-04-15,20.306639288,2017,75,183,"L","One-Handed",,,"Pierre-Hugues Herbert",38,1108,"FRA",1991-03-18,28.38329911,2010,75,188,"R","Two-Handed","6-3 7-5",3,"Round of 64",90,0,2,68,40,25,14,11,4,8,5,8,71,41,33,12,10,3,4
"Coupe Rogers","Montreal","Hard","Montreal, Canada",56,"CATEGORYSTAMPS_1000",2019-08-05,247,,,"Jan-Lennard Struff",35,1265,"GER",1990-04-25,29.278576318,2009,87,196,"R","Two-Handed",,"W","Jo-Wilfried Tsonga",70,860,"FRA",1985-04-17,34.299794661,2004,91,188,"R","Two-Handed","6-2 6-2",3,"Round of 64",68,8,2,42,25,22,11,8,1,1,8,5,65,32,19,13,8,9,13
"Coupe Rogers","Montreal","Hard","Montreal, Canada",56,"CATEGORYSTAMPS_1000",2019-08-05,246,,,"Stan Wawrinka",21,1715,"SUI",1985-03-28,34.354551677,2002,81,183,"R","One-Handed",,,"Grigor Dimitrov",57,952,"BUL",1991-05-16,28.221765914,2008,80,191,"R","One-Handed","6-4 6-4",3,"Round of 64",95,12,2,61,36,31,10,10,1,2,2,6,74,42,26,17,10,8,11
"Coupe Rogers","Montreal","Hard","Montreal, Canada",56,"CATEGORYSTAMPS_1000",2019-08-05,245,2,,"Daniel Evans",51,980,"GBR",1990-05-23,29.201916496,2006,75,175,"R","One-Handed",,,"Marcel Granollers",103,547,"ESP",1986-04-12,33.314168378,2003,77,191,"R","Two-Handed","6-3 6-3",3,"2nd Round Qualifying",81,0,2,44,27,25,11,9,0,0,2,3,66,45,25,11,9,3,6
"Coupe Rogers","Montreal","Hard","Montreal, Canada",56,"CATEGORYSTAMPS_1000",2019-08-05,244,3,,"Feliciano Lopez",64,872,"ESP",1981-09-20,37.872689938,1997,88,188,"L","One-Handed",8,,"Ivo Karlovic",80,659,"CRO",1979-02-28,40.432580424,2000,104,211,"R","One-Handed","(W/O)",3,"2nd Round Qualifying",,,,,,,,,,,,,,,,,,,
"Coupe Rogers","Montreal","Hard","Montreal, Canada",56,"CATEGORYSTAMPS_1000",2019-08-05,243,,,"Soonwoo Kwon",112,521,"KOR",1997-12-02,21.672826831,2015,72,180,"R","Two-Handed",4,,"John Millman",67,860,"AUS",1989-06-14,30.140999316,2006,79,183,"R","Two-Handed","6-7(6) 6-3 6-4",3,"2nd Round Qualifying",152,4,2,117,67,41,31,15,10,13,3,1,104,68,52,23,16,6,7
"Coupe Rogers","Montreal","Hard","Montreal, Canada",56,"CATEGORYSTAMPS_1000",2019-08-05,242,,,"Ilya Ivashka",126,434,"BLR",1994-02-24,25.442847365,2013,83,191,"R","Two-Handed",6,,"Yoshihito Nishioka",77,776,"JPN",1995-09-27,23.854893908,2014,64,170,"L","Two-Handed","6-4 6-3",3,"2nd Round Qualifying",72,2,6,60,33,17,13,10,5,10,7,1,51,31,25,8,9,5,7
"Coupe Rogers","Montreal","Hard","Montreal, Canada",56,"CATEGORYSTAMPS_1000",2019-08-05,241,,,"Tommy Paul",128,427,"USA",1997-05-17,22.217659138,2015,78,185,"R","Two-Handed",7,,"Ricardas Berankis",78,749,"LTU",1990-06-21,29.122518823,2007,70,175,"R","Two-Handed","4-6 7-6(3) 6-3",3,"2nd Round Qualifying",131,3,2,89,48,31,23,15,5,10,4,5,96,50,33,24,16,5,10
"Coupe Rogers","Montreal","Hard","Montreal, Canada",56,"CATEGORYSTAMPS_1000",2019-08-05,240,13,,"Bradley Klahn",93,601,"USA",1990-08-20,28.958247775,2012,75,183,"L","Two-Handed",,"W","Steven Diez",204,247,"CAN",1991-03-17,28.386036961,,76,178,"R","Two-Handed","7-6(4) 7-6(5)",3,"2nd Round Qualifying",93,0,1,71,47,39,10,12,0,1,16,5,66,37,31,20,12,0,1
"Coupe Rogers","Montreal","Hard","Montreal, Canada",56,"CATEGORYSTAMPS_1000",2019-08-05,239,14,,"Bernard Tomic",96,582,"AUS",1992-10-21,26.787132101,2008,91,196,"R","Two-Handed",,,"Marc Polmans",172,301,"AUS",1997-05-02,22.258726899,2015,78,188,"R","Two-Handed","6-4 7-6(5)",3,"2nd Round Qualifying",84,5,7,68,41,29,12,11,0,3,6,2,60,39,32,12,11,0,2
