"tourney_name","link_name","surface","location","draw_size","tourney_level","tourney_date","match_num","p1_seed","p1_entry","p1_name","p1_rank","p1_rank_pts","p1_country","p1_birthdate","p1_age","p1_turned_pro","p1_wgt","p1_hgt","p1_hand","p1_backhand","p2_seed","p2_entry","p2_name","p2_rank","p2_rank_pts","p2_country","p2_birthdate","p2_age","p2_turned_pro","p2_wgt","p2_hgt","p2_hand","p2_backhand","score","best_of","round","minutes","p1_ace","p1_df","p1_svpt","p1_1stIn","p1_1stWon","p1_2ndWon","p1_SvGms","p1_bpSaved","p1_bpFaced","p2_ace","p2_df","p2_svpt","p2_1stIn","p2_1stWon","p2_2ndWon","p2_SvGms","p2_bpSaved","p2_bpFaced"
"NOVENTI OPEN","Halle","Grass","Halle, Germany",32,"CATEGORYSTAMPS_500",2019-06-17,299,1,,"Roger Federer",3,6670,"SUI",1981-08-08,37.856262834,1998,85,185,"R","One-Handed",,,"Pierre-Hugues Herbert",45,1008,"FRA",1991-03-18,28.249144422,2010,75,188,"R","Two-Handed","6-3 6-3",3,"Semifinals",62,6,0,41,28,24,12,9,0,0,10,3,61,39,27,9,9,5,8
"NOVENTI OPEN","Halle","Grass","Halle, Germany",32,"CATEGORYSTAMPS_500",2019-06-17,298,,,"David Goffin",33,1235,"BEL",1990-12-07,28.525667351,2009,68,180,"R","Two-Handed",,,"Matteo Berrettini",30,1275,"ITA",1996-04-12,23.178644764,2015,85,193,"R","Two-Handed","7-6(4) 6-3",3,"Semifinals",97,14,0,65,40,33,11,10,5,6,6,2,74,45,34,18,11,3,3
"NOVENTI OPEN","Halle","Grass","Halle, Germany",32,"CATEGORYSTAMPS_500",2019-06-17,297,1,,"Roger Federer",3,6670,"SUI",1981-08-08,37.856262834,1998,85,185,"R","One-Handed",7,,"Roberto Bautista Agut",20,1690,"ESP",1988-04-14,31.173169062,2005,76,183,"R","Two-Handed","6-3 4-6 6-4",3,"Quarterfinals",113,4,0,90,59,45,19,14,4,5,3,1,87,61,39,16,15,3,6
"NOVENTI OPEN","Halle","Grass","Halle, Germany",32,"CATEGORYSTAMPS_500",2019-06-17,296,,,"David Goffin",33,1235,"BEL",1990-12-07,28.525667351,2009,68,180,"R","Two-Handed",2,,"Alexander Zverev",5,4360,"GER",1997-04-20,22.15742642,2013,86,198,"R","Two-Handed","3-6 6-1 7-6(3)",3,"Quarterfinals",136,4,3,89,49,34,23,14,7,10,14,9,106,70,51,12,14,11,15
"NOVENTI OPEN","Halle","Grass","Halle, Germany",32,"CATEGORYSTAMPS_500",2019-06-17,295,,,"Matteo Berrettini",30,1275,"ITA",1996-04-12,23.178644764,2015,85,193,"R","Two-Handed",3,,"Karen Khachanov",9,2980,"RUS",1996-05-21,23.071868583,2013,88,198,"R","Two-Handed","6-2 7-6(4)",3,"Quarterfinals",89,6,1,64,46,39,10,10,4,4,3,1,72,49,34,10,10,9,11
"NOVENTI OPEN","Halle","Grass","Halle, Germany",32,"CATEGORYSTAMPS_500",2019-06-17,294,,,"Pierre-Hugues Herbert",45,1008,"FRA",1991-03-18,28.249144422,2010,75,188,"R","Two-Handed",4,,"Borna Coric",14,2525,"CRO",1996-11-14,22.587268994,2013,79,185,"R","Two-Handed","7-5 0-0 (RET)",3,"Quarterfinals",54,1,1,31,18,15,7,6,3,4,7,2,47,33,25,5,6,3,3
"NOVENTI OPEN","Halle","Grass","Halle, Germany",32,"CATEGORYSTAMPS_500",2019-06-17,293,1,,"Roger Federer",3,6670,"SUI",1981-08-08,37.856262834,1998,85,185,"R","One-Handed",,"W","Jo-Wilfried Tsonga",79,715,"FRA",1985-04-17,34.165639973,2004,91,188,"R","Two-Handed","7-6(5) 4-6 7-5",3,"Round of 16",136,7,1,100,66,50,21,17,5,7,15,0,97,59,49,20,17,2,4
"NOVENTI OPEN","Halle","Grass","Halle, Germany",32,"CATEGORYSTAMPS_500",2019-06-17,292,2,,"Alexander Zverev",5,4360,"GER",1997-04-20,22.15742642,2013,86,198,"R","Two-Handed",,,"Steve Johnson",78,725,"USA",1989-12-24,29.478439425,2012,86,188,"R","Two-Handed","6-3 7-5",3,"Round of 16",76,4,1,66,45,28,12,11,3,6,11,3,53,39,33,8,10,2,2
"NOVENTI OPEN","Halle","Grass","Halle, Germany",32,"CATEGORYSTAMPS_500",2019-06-17,291,3,,"Karen Khachanov",9,2980,"RUS",1996-05-21,23.071868583,2013,88,198,"R","Two-Handed",,,"Jan-Lennard Struff",38,1170,"GER",1990-04-25,29.144421629,2009,87,196,"R","Two-Handed","6-3 3-6 6-4",3,"Round of 16",103,11,3,87,44,37,20,14,5,7,6,1,79,50,39,18,14,0,1
"NOVENTI OPEN","Halle","Grass","Halle, Germany",32,"CATEGORYSTAMPS_500",2019-06-17,290,4,,"Borna Coric",14,2525,"CRO",1996-11-14,22.587268994,2013,79,185,"R","Two-Handed",,"Q","Joao Sousa",71,750,"POR",1989-03-30,30.214921287,2008,74,185,"R","Two-Handed","7-6(4) 5-7 7-6(4)",3,"Round of 16",175,9,1,123,81,59,28,18,7,9,4,1,107,77,57,22,18,3,4
"NOVENTI OPEN","Halle","Grass","Halle, Germany",32,"CATEGORYSTAMPS_500",2019-06-17,289,7,,"Roberto Bautista Agut",20,1690,"ESP",1988-04-14,31.173169062,2005,76,183,"R","Two-Handed",,,"Richard Gasquet",42,1080,"FRA",1986-06-18,32.996577687,2002,75,185,"R","One-Handed","6-1 6-4",3,"Round of 16",62,2,3,41,25,17,8,8,0,3,4,0,52,31,27,12,9,2,2
"NOVENTI OPEN","Halle","Grass","Halle, Germany",32,"CATEGORYSTAMPS_500",2019-06-17,288,,,"Matteo Berrettini",30,1275,"ITA",1996-04-12,23.178644764,2015,85,193,"R","Two-Handed",,"Q","Andreas Seppi",72,750,"ITA",1984-02-21,35.318275154,2002,75,191,"R","Two-Handed","4-6 6-3 6-2",3,"Round of 16",104,12,1,71,47,39,15,14,2,3,4,3,86,57,41,11,13,2,5
"NOVENTI OPEN","Halle","Grass","Halle, Germany",32,"CATEGORYSTAMPS_500",2019-06-17,287,,,"David Goffin",33,1235,"BEL",1990-12-07,28.525667351,2009,68,180,"R","Two-Handed",,,"Radu Albot",40,1101,"MDA",1989-11-11,29.596167009,2008,69,175,"R","Two-Handed","4-6 6-4 6-3",3,"Round of 16",113,9,2,81,51,44,16,15,4,5,4,1,82,57,41,13,14,3,5
"NOVENTI OPEN","Halle","Grass","Halle, Germany",32,"CATEGORYSTAMPS_500",2019-06-17,286,,,"Pierre-Hugues Herbert",45,1008,"FRA",1991-03-18,28.249144422,2010,75,188,"R","Two-Handed",,"Q","Sergiy Stakhovsky",121,464,"UKR",1986-01-06,33.442847365,2003,80,193,"R","One-Handed","2-6 7-6(2) 6-4",3,"Round of 16",120,11,2,93,61,43,21,15,4,5,9,1,79,52,44,18,15,0,2
"NOVENTI OPEN","Halle","Grass","Halle, Germany",32,"CATEGORYSTAMPS_500",2019-06-17,285,1,,"Roger Federer",3,6670,"SUI",1981-08-08,37.856262834,1998,85,185,"R","One-Handed",,,"John Millman",56,875,"AUS",1989-06-14,30.006844627,2006,79,183,"R","Two-Handed","7-6(1) 6-3",3,"Round of 32",77,9,5,63,42,38,11,11,1,1,2,2,66,41,27,15,10,1,2
"NOVENTI OPEN","Halle","Grass","Halle, Germany",32,"CATEGORYSTAMPS_500",2019-06-17,284,2,,"Alexander Zverev",5,4360,"GER",1997-04-20,22.15742642,2013,86,198,"R","Two-Handed",,,"Robin Haase",67,781,"NED",1987-04-06,32.197125257,2005,71,191,"R","Two-Handed","6-4 7-5",3,"Round of 32",105,2,1,81,42,27,17,11,10,14,12,7,80,49,35,14,11,9,11
"NOVENTI OPEN","Halle","Grass","Halle, Germany",32,"CATEGORYSTAMPS_500",2019-06-17,283,3,,"Karen Khachanov",9,2980,"RUS",1996-05-21,23.071868583,2013,88,198,"R","Two-Handed",,"L","Miomir Kecmanovic",83,684,"SRB",1999-08-31,19.794661191,2017,75,183,"R","Two-Handed","7-6(5) 6-4",3,"Round of 32",91,2,1,75,45,32,17,11,4,6,10,1,67,47,40,10,11,2,3
"NOVENTI OPEN","Halle","Grass","Halle, Germany",32,"CATEGORYSTAMPS_500",2019-06-17,282,4,,"Borna Coric",14,2525,"CRO",1996-11-14,22.587268994,2013,79,185,"R","Two-Handed",,,"Jaume Munar",74,735,"ESP",1997-05-05,22.116358658,2014,78,183,"R","Two-Handed","7-6(2) 6-3",3,"Round of 32",85,5,1,64,49,39,10,11,2,2,3,0,57,37,30,10,10,0,1
"NOVENTI OPEN","Halle","Grass","Halle, Germany",32,"CATEGORYSTAMPS_500",2019-06-17,281,,,"Pierre-Hugues Herbert",45,1008,"FRA",1991-03-18,28.249144422,2010,75,188,"R","Two-Handed",5,,"Gael Monfils",16,2055,"FRA",1986-09-01,32.791238877,2004,80,193,"R","Two-Handed","7-6(6) 6-4",3,"Round of 32",100,4,4,76,47,35,16,11,1,2,5,8,86,52,34,16,11,5,7
"NOVENTI OPEN","Halle","Grass","Halle, Germany",32,"CATEGORYSTAMPS_500",2019-06-17,280,,,"Matteo Berrettini",30,1275,"ITA",1996-04-12,23.178644764,2015,85,193,"R","Two-Handed",6,,"Nikoloz Basilashvili",17,1970,"GEO",1992-02-23,27.312799452,2008,79,185,"R","Two-Handed","6-4 6-4",3,"Round of 32",70,1,2,56,28,20,19,10,1,3,10,1,55,39,32,10,10,2,2
"NOVENTI OPEN","Halle","Grass","Halle, Germany",32,"CATEGORYSTAMPS_500",2019-06-17,279,7,,"Roberto Bautista Agut",20,1690,"ESP",1988-04-14,31.173169062,2005,76,183,"R","Two-Handed",,,"Taylor Fritz",41,1090,"USA",1997-10-28,21.63449692,2015,84,193,"R","Two-Handed","7-6(10) 6-0",3,"Round of 32",83,11,5,79,38,27,19,9,7,10,4,1,55,35,31,14,9,0,0
"NOVENTI OPEN","Halle","Grass","Halle, Germany",32,"CATEGORYSTAMPS_500",2019-06-17,278,,,"David Goffin",33,1235,"BEL",1990-12-07,28.525667351,2009,68,180,"R","Two-Handed",8,,"Guido Pella",22,1455,"ARG",1990-05-17,29.084188912,2007,83,185,"L","Two-Handed","6-1 6-1",3,"Round of 32",50,4,1,43,31,15,4,7,5,10,9,0,37,21,18,11,7,0,0
"NOVENTI OPEN","Halle","Grass","Halle, Germany",32,"CATEGORYSTAMPS_500",2019-06-17,277,,,"Radu Albot",40,1101,"MDA",1989-11-11,29.596167009,2008,69,175,"R","Two-Handed",,,"Matthew Ebden",66,786,"AUS",1987-11-26,31.556468172,2006,80,188,"R","Two-Handed","5-7 6-1 6-4",3,"Round of 32",127,10,7,101,61,47,10,14,13,18,6,4,102,66,40,21,15,2,5
"NOVENTI OPEN","Halle","Grass","Halle, Germany",32,"CATEGORYSTAMPS_500",2019-06-17,276,,,"Richard Gasquet",42,1080,"FRA",1986-06-18,32.996577687,2002,75,185,"R","One-Handed",,"W","Peter Gojowczyk",120,465,"GER",1989-07-15,29.921971253,2006,83,188,"R","Two-Handed","6-3 6-4",3,"Round of 32",69,3,3,60,28,19,19,9,9,11,8,2,53,30,25,18,10,1,1
"NOVENTI OPEN","Halle","Grass","Halle, Germany",32,"CATEGORYSTAMPS_500",2019-06-17,275,,,"Steve Johnson",78,725,"USA",1989-12-24,29.478439425,2012,86,188,"R","Two-Handed",,,"Philipp Kohlschreiber",51,930,"GER",1983-10-16,35.668720055,2001,70,178,"R","One-Handed","6-3 6-3",3,"Round of 32",68,13,0,52,34,29,8,9,0,0,4,0,52,31,23,10,9,5,8
"NOVENTI OPEN","Halle","Grass","Halle, Germany",32,"CATEGORYSTAMPS_500",2019-06-17,274,,"Q","Andreas Seppi",72,750,"ITA",1984-02-21,35.318275154,2002,75,191,"R","Two-Handed",,"Q","Mats Moraing",222,222,"GER",1992-06-20,26.98973306,2013,84,198,"L","Two-Handed","6-4 7-6(4)",3,"Round of 32",77,11,3,67,42,37,14,11,1,1,14,4,65,35,29,18,11,1,2
"NOVENTI OPEN","Halle","Grass","Halle, Germany",32,"CATEGORYSTAMPS_500",2019-06-17,273,,"Q","Joao Sousa",71,750,"POR",1989-03-30,30.214921287,2008,74,185,"R","Two-Handed",,,"Hubert Hurkacz",54,923,"POL",1997-02-11,22.343600274,,79,196,"R","Two-Handed","7-6(3) 6-1",3,"Round of 32",82,4,2,73,45,35,13,10,3,4,8,5,58,39,28,6,9,2,5
"NOVENTI OPEN","Halle","Grass","Halle, Germany",32,"CATEGORYSTAMPS_500",2019-06-17,272,,"Q","Sergiy Stakhovsky",121,464,"UKR",1986-01-06,33.442847365,2003,80,193,"R","One-Handed",,"W","Rudolf Molleker",149,382,"GER",2000-10-26,18.639288159,,75,185,"R","Two-Handed","3-6 7-6(6) 6-2",3,"Round of 32",139,12,11,129,67,52,28,15,14,16,29,7,87,49,46,18,14,5,6
"NOVENTI OPEN","Halle","Grass","Halle, Germany",32,"CATEGORYSTAMPS_500",2019-06-17,271,,,"Jan-Lennard Struff",38,1170,"GER",1990-04-25,29.144421629,2009,87,196,"R","Two-Handed",,,"Laslo Djere",27,1329,"SRB",1995-06-02,24.041067762,2013,80,185,"R","Two-Handed","6-4 6-4",3,"Round of 32",68,8,2,54,34,31,12,10,3,3,5,2,58,37,28,10,10,2,4
"NOVENTI OPEN","Halle","Grass","Halle, Germany",32,"CATEGORYSTAMPS_500",2019-06-17,270,,"W","Jo-Wilfried Tsonga",79,715,"FRA",1985-04-17,34.165639973,2004,91,188,"R","Two-Handed",,,"Benoit Paire",28,1303,"FRA",1989-05-08,30.108145106,2007,80,196,"R","Two-Handed","6-4 7-5",3,"Round of 32",78,16,1,59,36,31,15,11,1,1,5,6,62,33,25,15,11,1,3
"NOVENTI OPEN","Halle","Grass","Halle, Germany",32,"CATEGORYSTAMPS_500",2019-06-17,269,1,,"Joao Sousa",71,750,"POR",1989-03-30,30.214921287,2008,74,185,"R","Two-Handed",5,,"Miomir Kecmanovic",83,684,"SRB",1999-08-31,19.794661191,2017,75,183,"R","Two-Handed","6-7(8) 6-4 6-1",3,"2nd Round Qualifying",114,6,1,78,53,47,15,14,0,0,6,7,100,49,36,27,15,5,9
"NOVENTI OPEN","Halle","Grass","Halle, Germany",32,"CATEGORYSTAMPS_500",2019-06-17,268,2,,"Andreas Seppi",72,750,"ITA",1984-02-21,35.318275154,2002,75,191,"R","Two-Handed",,,"Mischa Zverev",114,490,"GER",1987-08-22,31.819301848,2005,88,191,"L","Two-Handed","6-3 6-2",3,"2nd Round Qualifying",52,3,1,38,24,20,12,8,0,0,5,4,55,36,24,7,9,5,9
"NOVENTI OPEN","Halle","Grass","Halle, Germany",32,"CATEGORYSTAMPS_500",2019-06-17,267,,"W","Mats Moraing",222,222,"GER",1992-06-20,26.98973306,2013,84,198,"L","Two-Handed",6,,"Denis Kudla",84,675,"USA",1992-08-17,26.830937714,2010,75,180,"R","Two-Handed","7-5 6-1",3,"2nd Round Qualifying",66,12,2,51,32,27,11,9,1,1,4,5,68,45,30,7,10,8,12
"NOVENTI OPEN","Halle","Grass","Halle, Germany",32,"CATEGORYSTAMPS_500",2019-06-17,266,,,"Sergiy Stakhovsky",121,464,"UKR",1986-01-06,33.442847365,2003,80,193,"R","One-Handed",,,"Matthias Bachinger",119,476,"GER",1987-04-02,32.20807666,2005,83,188,"R","Unknown","6-4 6-7(2) 6-2",3,"2nd Round Qualifying",124,11,3,103,57,45,22,15,5,8,4,4,93,61,47,18,15,3,3
"NOVENTI OPEN","Halle","Grass","Halle, Germany",32,"CATEGORYSTAMPS_500",2019-06-17,265,1,,"Joao Sousa",71,750,"POR",1989-03-30,30.214921287,2008,74,185,"R","Two-Handed",,"W","Jannik Sinner",219,227,"ITA",2001-08-16,17.834360027,,75,188,"R","Two-Handed","6-7(6) 6-3 6-4",3,"1st Round Qualifying",139,3,2,103,66,47,24,15,3,4,7,4,124,68,44,30,16,12,16
"NOVENTI OPEN","Halle","Grass","Halle, Germany",32,"CATEGORYSTAMPS_500",2019-06-17,264,2,,"Andreas Seppi",72,750,"ITA",1984-02-21,35.318275154,2002,75,191,"R","Two-Handed",,,"Brayden Schnur",106,550,"CAN",1995-07-04,23.953456537,2016,84,193,"R","Two-Handed","6-4 7-5",3,"1st Round Qualifying",79,4,3,63,40,28,12,11,3,6,7,1,64,37,25,9,11,5,10
"NOVENTI OPEN","Halle","Grass","Halle, Germany",32,"CATEGORYSTAMPS_500",2019-06-17,263,,,"Matthias Bachinger",119,476,"GER",1987-04-02,32.20807666,2005,83,188,"R","Unknown",3,,"Lorenzo Sonego",76,732,"ITA",1995-05-11,24.101300479,,73,,"R","Two-Handed","6-4 6-2",3,"1st Round Qualifying",54,4,2,49,28,20,12,9,2,5,6,0,41,31,28,8,9,0,0
"NOVENTI OPEN","Halle","Grass","Halle, Germany",32,"CATEGORYSTAMPS_500",2019-06-17,262,,"W","Mats Moraing",222,222,"GER",1992-06-20,26.98973306,2013,84,198,"L","Two-Handed",4,,"Andrey Rublev",81,706,"RUS",1997-10-20,21.656399726,2014,70,188,"R","Two-Handed","6-3 5-7 7-6(5)",3,"1st Round Qualifying",124,7,2,111,73,55,18,17,6,9,13,6,96,54,43,21,16,2,4
"NOVENTI OPEN","Halle","Grass","Halle, Germany",32,"CATEGORYSTAMPS_500",2019-06-17,261,5,,"Miomir Kecmanovic",83,684,"SRB",1999-08-31,19.794661191,2017,75,183,"R","Two-Handed",,"W","Louis Wessels",472,16,"GER",1998-08-27,20.804928131,,89,201,"R","Two-Handed","6-4 6-2",3,"1st Round Qualifying",61,9,4,58,32,21,11,9,1,4,3,2,43,24,23,14,9,0,0
"NOVENTI OPEN","Halle","Grass","Halle, Germany",32,"CATEGORYSTAMPS_500",2019-06-17,260,6,,"Denis Kudla",84,675,"USA",1992-08-17,26.830937714,2010,75,180,"R","Two-Handed",,,"Thomas Fabbiano",104,557,"ITA",1989-05-26,30.058863792,2005,69,173,"R","Two-Handed","4-6 6-0 6-4",3,"1st Round Qualifying",111,2,4,83,57,34,12,13,7,12,15,5,89,48,36,20,13,5,7
"NOVENTI OPEN","Halle","Grass","Halle, Germany",32,"CATEGORYSTAMPS_500",2019-06-17,259,,,"Mischa Zverev",114,490,"GER",1987-08-22,31.819301848,2005,88,191,"L","Two-Handed",7,,"Lloyd Harris",87,652,"RSA",1997-02-24,22.308008214,2015,80,196,"R","Two-Handed","6-3 5-7 6-4",3,"1st Round Qualifying",107,9,2,105,68,50,20,16,4,6,13,1,90,63,43,16,15,7,10
"NOVENTI OPEN","Halle","Grass","Halle, Germany",32,"CATEGORYSTAMPS_500",2019-06-17,258,,,"Sergiy Stakhovsky",121,464,"UKR",1986-01-06,33.442847365,2003,80,193,"R","One-Handed",8,,"Ernests Gulbis",90,627,"LAT",1988-08-30,30.795345654,2004,88,193,"R","Two-Handed","7-6(5) 6-2",3,"1st Round Qualifying",89,3,2,63,37,32,12,10,2,3,6,7,67,36,26,14,10,2,5
"Fever-Tree Championships","London","Grass","London, Great Britain",32,"CATEGORYSTAMPS_500",2019-06-17,300,,"W","Feliciano Lopez",108,540,"ESP",1981-09-20,37.73853525,1997,88,188,"L","One-Handed",,,"Gilles Simon",37,1190,"FRA",1984-12-27,34.46954141,2002,70,183,"R","Two-Handed","6-2 6-7(4) 7-6(2)",3,"Final",169,16,4,108,61,47,27,16,6,7,8,1,114,61,47,26,16,10,13
"Fever-Tree Championships","London","Grass","London, Great Britain",32,"CATEGORYSTAMPS_500",2019-06-17,299,,,"Gilles Simon",37,1190,"FRA",1984-12-27,34.46954141,2002,70,183,"R","Two-Handed",4,,"Daniil Medvedev",13,2625,"RUS",1996-02-11,23.345653662,2014,81,198,"R","Two-Handed","6-7(4) 6-4 6-3",3,"Semifinals",157,13,3,94,56,40,18,15,4,8,1,4,110,73,53,18,16,6,8
"Fever-Tree Championships","London","Grass","London, Great Britain",32,"CATEGORYSTAMPS_500",2019-06-17,298,,"W","Feliciano Lopez",108,540,"ESP",1981-09-20,37.73853525,1997,88,188,"L","One-Handed",8,,"Felix Auger-Aliassime",21,1462,"CAN",2000-08-08,18.855578371,2017,84,191,"R","Two-Handed","6-7(3) 6-3 6-4",3,"Semifinals",136,25,5,88,58,48,15,15,8,10,15,3,106,70,56,20,16,8,8
"Fever-Tree Championships","London","Grass","London, Great Britain",32,"CATEGORYSTAMPS_500",2019-06-17,297,8,,"Felix Auger-Aliassime",21,1462,"CAN",2000-08-08,18.855578371,2017,84,191,"R","Two-Handed",1,,"Stefanos Tsitsipas",6,4215,"GRE",1998-08-12,20.845995893,2016,83,191,"R","One-Handed","7-5 6-2",3,"Quarterfinals",98,1,2,55,33,23,10,10,2,5,9,6,72,44,34,14,10,7,7
"Fever-Tree Championships","London","Grass","London, Great Britain",32,"CATEGORYSTAMPS_500",2019-06-17,296,4,,"Daniil Medvedev",13,2625,"RUS",1996-02-11,23.345653662,2014,81,198,"R","Two-Handed",,,"Diego Schwartzman",23,1440,"ARG",1992-08-16,26.833675565,2010,64,170,"R","Two-Handed","6-2 6-2",3,"Quarterfinals",76,0,1,67,37,20,13,8,4,8,7,1,51,28,21,14,8,4,4
"Fever-Tree Championships","London","Grass","London, Great Britain",32,"CATEGORYSTAMPS_500",2019-06-17,295,,"W","Feliciano Lopez",108,540,"ESP",1981-09-20,37.73853525,1997,88,188,"L","One-Handed",6,,"Milos Raonic",18,1960,"CAN",1990-12-27,28.470910335,2008,98,196,"R","Two-Handed","4-6 6-4 7-6(5)",3,"Quarterfinals",136,16,3,106,59,48,26,16,3,4,22,4,94,57,47,22,16,0,1
"Fever-Tree Championships","London","Grass","London, Great Britain",32,"CATEGORYSTAMPS_500",2019-06-17,294,,,"Gilles Simon",37,1190,"FRA",1984-12-27,34.46954141,2002,70,183,"R","Two-Handed",,"Q","Nicolas Mahut",189,272,"FRA",1982-01-21,37.401779603,2000,80,191,"R","One-Handed","7-6(5) 5-7 7-6(3)",3,"Quarterfinals",200,6,4,157,99,69,26,18,11,13,10,3,137,86,61,27,18,10,13
"Fever-Tree Championships","London","Grass","London, Great Britain",32,"CATEGORYSTAMPS_500",2019-06-17,293,1,,"Stefanos Tsitsipas",6,4215,"GRE",1998-08-12,20.845995893,2016,83,191,"R","One-Handed",,,"Jeremy Chardy",49,940,"FRA",1987-02-12,32.342231348,2005,75,188,"R","Two-Handed","4-6 7-6(0) 7-6(4)",3,"Round of 16",158,12,6,114,82,62,11,17,7,11,8,5,139,92,59,24,17,10,13
"Fever-Tree Championships","London","Grass","London, Great Britain",32,"CATEGORYSTAMPS_500",2019-06-17,292,,,"Gilles Simon",37,1190,"FRA",1984-12-27,34.46954141,2002,70,183,"R","Two-Handed",2,,"Kevin Anderson",8,3565,"RSA",1986-05-18,33.081451061,2007,93,203,"R","Two-Handed","6-1 4-6 6-4",3,"Round of 16",124,4,4,95,59,44,17,14,5,7,18,3,78,41,33,12,13,5,9
"Fever-Tree Championships","London","Grass","London, Great Britain",32,"CATEGORYSTAMPS_500",2019-06-17,291,,"W","Feliciano Lopez",108,540,"ESP",1981-09-20,37.73853525,1997,88,188,"L","One-Handed",3,,"Juan Martin del Potro",12,2695,"ARG",1988-09-23,30.729637235,2005,97,198,"R","Two-Handed","(W/O)",3,"Round of 16",,,,,,,,,,,,,,,,,,,
"Fever-Tree Championships","London","Grass","London, Great Britain",32,"CATEGORYSTAMPS_500",2019-06-17,290,4,,"Daniil Medvedev",13,2625,"RUS",1996-02-11,23.345653662,2014,81,198,"R","Two-Handed",,,"Lucas Pouille",26,1340,"FRA",1994-02-23,25.311430527,2012,81,185,"R","Two-Handed","7-6(9) 6-7(5) 6-4",3,"Round of 16",134,2,4,110,63,44,25,17,3,7,11,4,110,64,44,29,17,0,3
"Fever-Tree Championships","London","Grass","London, Great Britain",32,"CATEGORYSTAMPS_500",2019-06-17,289,,,"Diego Schwartzman",23,1440,"ARG",1992-08-16,26.833675565,2010,64,170,"R","Two-Handed",5,,"Marin Cilic",15,2395,"CRO",1988-09-28,30.715947981,2005,89,198,"R","Two-Handed","6-4 6-4",3,"Round of 16",82,6,4,63,37,27,11,10,5,8,3,3,52,33,26,13,10,2,3
"Fever-Tree Championships","London","Grass","London, Great Britain",32,"CATEGORYSTAMPS_500",2019-06-17,288,6,,"Milos Raonic",18,1960,"CAN",1990-12-27,28.470910335,2008,98,196,"R","Two-Handed",,"Q","Aljaz Bedene",93,595,"SLO",1989-07-18,29.9137577,2008,72,183,"R","Two-Handed","6-3 7-6(3)",3,"Round of 16",85,6,2,59,29,21,16,10,0,3,16,5,67,38,31,16,11,3,5
"Fever-Tree Championships","London","Grass","London, Great Britain",32,"CATEGORYSTAMPS_500",2019-06-17,287,,"Q","Nicolas Mahut",189,272,"FRA",1982-01-21,37.401779603,2000,80,191,"R","One-Handed",7,,"Stan Wawrinka",19,1715,"SUI",1985-03-28,34.220396988,2002,81,183,"R","One-Handed","3-6 7-5 7-6(2)",3,"Round of 16",130,18,2,92,60,53,16,17,5,7,4,6,103,54,41,31,16,1,3
"Fever-Tree Championships","London","Grass","London, Great Britain",32,"CATEGORYSTAMPS_500",2019-06-17,286,8,,"Felix Auger-Aliassime",21,1462,"CAN",2000-08-08,18.855578371,2017,84,191,"R","Two-Handed",,,"Nick Kyrgios",36,1225,"AUS",1995-04-27,24.13963039,2013,85,193,"R","Two-Handed","6-7(4) 7-6(3) 7-5",3,"Round of 16",133,17,3,107,71,56,24,18,1,2,19,7,104,65,54,26,18,0,0
"Fever-Tree Championships","London","Grass","London, Great Britain",32,"CATEGORYSTAMPS_500",2019-06-17,285,1,,"Stefanos Tsitsipas",6,4215,"GRE",1998-08-12,20.845995893,2016,83,191,"R","One-Handed",,,"Kyle Edmund",29,1280,"GBR",1995-01-08,24.438056126,2012,83,188,"R","Two-Handed","6-3 7-5",3,"Round of 32",83,3,2,64,43,35,11,10,2,2,6,2,69,46,30,12,11,6,9
"Fever-Tree Championships","London","Grass","London, Great Britain",32,"CATEGORYSTAMPS_500",2019-06-17,284,2,,"Kevin Anderson",8,3565,"RSA",1986-05-18,33.081451061,2007,93,203,"R","Two-Handed",,,"Cameron Norrie",50,940,"GBR",1995-08-23,23.816563997,2017,82,188,"L","Two-Handed","4-6 7-6(5) 6-4",3,"Round of 32",141,12,3,115,76,55,24,16,9,10,19,2,94,60,56,17,16,3,4
"Fever-Tree Championships","London","Grass","London, Great Britain",32,"CATEGORYSTAMPS_500",2019-06-17,283,3,,"Juan Martin del Potro",12,2695,"ARG",1988-09-23,30.729637235,2005,97,198,"R","Two-Handed",,,"Denis Shapovalov",25,1390,"CAN",1999-04-15,20.1724846,2017,75,183,"L","One-Handed","7-5 6-4",3,"Round of 32",76,11,2,61,44,34,11,11,0,0,10,2,58,32,23,17,11,1,3
"Fever-Tree Championships","London","Grass","London, Great Britain",32,"CATEGORYSTAMPS_500",2019-06-17,282,4,,"Daniil Medvedev",13,2625,"RUS",1996-02-11,23.345653662,2014,81,198,"R","Two-Handed",,,"Fernando Verdasco",34,1235,"ESP",1983-11-15,35.586584531,2001,87,185,"L","Two-Handed","6-2 6-4",3,"Round of 32",70,7,6,59,29,22,11,9,4,7,6,1,55,37,29,11,9,3,3
"Fever-Tree Championships","London","Grass","London, Great Britain",32,"CATEGORYSTAMPS_500",2019-06-17,281,5,,"Marin Cilic",15,2395,"CRO",1988-09-28,30.715947981,2005,89,198,"R","Two-Handed",,,"Cristian Garin",32,1240,"CHI",1996-05-30,23.047227926,2011,85,185,"R","Two-Handed","6-1 7-6(5)",3,"Round of 32",77,7,5,56,37,29,10,10,0,2,7,2,64,45,26,6,9,5,9
